X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC,X,Y
39893.8383972587,34310.9183972429,84289,B17,OPP BLK 180,39894,34311
17592.4345535638,33556.2100189982,20171,B23,OPP BLK 47,17592,33556
23224.4910008319,45953.5013011746,46971,B11,WOODGROVE PR SCH,23224,45954
29690.7303001421,32716.8307010942,50351,B03,FARRER PK TENNIS CTR,29691,32717
20235.0481995923,43607.2142967979,45191,B28,OPP MANDAI POLICE TRG CAMP,20235,43607
35487.9398113698,39388.7521039811,64329,B07,,35488,39389
27966.2491027894,39447.1504992108,56249,B04,OPP ST NICHOLAS GIRLS',27966,39447
32597.1576031077,36715.6301008331,62171,B01,BLK 409,32597,36716
18000.3517969103,36563.9789014592,43361,B04,BLK 154A,18000,36564
13767.2146016326,36094.2000018276,22489,nil,BLK 683A,13767,36094
34869.0937008794,35397.2454028905,71029,B06,COMFORT TEST CTR,34869,35397
18920.8081976038,37476.1614022018,43801,B01,BET BLK 536/537,18921,37476
24637.1680020344,30734.3274031704,11599,B05,BLK 153,24637,30734
26902.2572025274,33786.5858999167,40099,B12,AFT DUNKIRK AVE,26902,33787
17215.1033647505,35813.100178632,28089,B14,BEF YUHUA CC,17215,35813
8361.90619775883,32863.6175974852,24699,B24,BET LP 179/180,8362,32864
26113.7499014975,48264.2233986414,58349,B09,BLK 478,26114,48264
15505.5901968982,34315.7945023645,21551,B03,BLK 151,15506,34316
29174.6779998812,40502.4293979122,55189,B12,YIO CHU KANG STN,29175,40502
25685.1555024351,28426.0907978458,14041,B12,BLK 54,25685,28426
28341.4265002871,38969.0048997015,54211,B23,MAYFLOWER SEC SCH,28341,38969
39288.1721008223,34105.0533011085,84041,B07,BLK 221A,39288,34105
8072.81859726863,32990.5557981368,26111,B01,AFT GRINNEL,8073,32991
36357.8568003186,33332.1418994014,83141,B10,TELOK KURAU SEC SCH,36358,33332
35845.3684027294,42478.387597992,65209,NIL,AFT PUNGGOL RD,35845,42478
11838.8001030789,39157.4274974438,31121,B40,OPP CHINESE CEMY,11839,39157
39951.947098827,33015.4364030715,94039,B12,OPP THE SUMMIT,39952,33015
42696.9840022512,37221.6829994106,97019,B02,OPP SALVATION ARMY,42697,37222
16904.6311996994,32324.3855996322,29011,B08,OPP SANMINA-SCI,16905,32324
32005.5364986894,36921.4377968563,66419,B05,BLK 330,32006,36921
25771.9642992025,29760.4980015034,10109,B12,OPP SPRING S'PORE BLDG,25772,29760
12511.7400031055,39017.6129983676,31049,B03,AFT CHR CEMY PATH 9,12512,39018
29214.4534980201,38698.7140006176,54019,B02,BLK 304,29214,38699
21948.6549009951,48043.4080026177,47019,B02,AFT R.M.N BARRACKS,21949,48043
15806.6006374573,39592.3258623973,30049,B17,,15807,39592
32560.5489990058,38851.794400713,66311,B04,BLK 141A,32561,38852
34217.386033334,39702.4569725344,64359,B08,MONTFORT SCH,34217,39702
28782.2515917397,37256.0077246403,53131,B08,BLK 319,28782,37256
33166.9600051185,36123.1729917826,62079,B03,,33167,36123
40968.1178020851,36502.7675971468,76329,B01,BLK 125,40968,36503
26172.1301974741,29082.1650983208,14241,B08,OPP BLK 1,26172,29082
27248.4939999444,30626.4108970473,13059,B15,VALLEY PT CONDO,27248,30626
34886.1924982838,31515.7573021744,91079,B16,AFT TG KATONG RD,34886,31516
21424.849400849,31267.9152987839,16179,B05,OPP YUSOF ISHAK HSE,21425,31268
26882.20550076,31826.034302887,09131,B01,OPP TRADER'S HOTEL,26882,31826
33148.2605591444,41985.7910386362,67551,NIL,AFT FERNVALE LINK,33148,41986
33184.3505622187,41947.9650650418,67559,NIL,BEF FERNVALE LINK,33184,41948
28973.9724384193,46189.9340555554,59181,B04,OPP BLK 245,28974,46190
20723.2353993719,49200.0510025694,46219,NIL,JOHOR BAHRU CHECKPT,20723,49200
13524.2321024807,36272.0379028934,22591,NIL,BLK 670A,13524,36272
22840.7801025354,46873.6496977297,46279,B06,BLK 803,22841,46874
20494.9468006245,33401.805198467,17211,B02,BET BLKS 315/318,20495,33402
23818.2400018284,46916.9175992298,46409,B10,BLK 701A CP,23818,46917
23331.8204099576,45909.9784985597,46951,B01,BLK 536A,23332,45910
8134.79430129081,32843.008601101,24601,B07,CALVANIZING,8135,32843
21574.6549978667,38909.7462024833,44351,NIL,AFT CHESTNUT AVE,21575,38910
20327.5330000179,38169.5044014567,43261,B04,OPP HILLVIEW HTS,20328,38170
35299.9524009931,36172.2205022934,71181,B09,OPP PAYA LEBAR AIR BASE,35300,36172
28164.685399437,39213.274201622,54169,B01,BLK 255,28165,39213
43094.4425968194,37501.042099547,97039,B04,BEF JLN BENA,43094,37501
30148.7550022348,31316.8863000159,07561,B03,OPP MIDLINK PLAZA,30149,31317
33903.9166992986,31449.5322011213,91049,B10,BEF FORT RD,33904,31450
19842.9492017906,41001.9936020438,44819,B06,OPP WEST SPRING SEC SCH,19843,41002
30767.085996893,34354.3878988116,52109,B03,BET BLKS 33/34,30767,34354
30666.0898015762,35170.4078995483,52311,B01,BLK 23,30666,35170
20014.4981008627,33238.5259022584,17059,B05,REGENT PK,20014,33239
30340.1716996132,36547.572298174,53281,B01,BLK 169,30340,36548
15684.9408971686,35743.585198391,21629,B02,BLK 99,15685,35744
15311.0363022514,34229.0709014614,21179,B02,CORPORATION PL,15311,34229
32866.1956602753,41926.3177840797,67561,NIL,OPP BLK 432A,32866,41926
36700.7152025067,32583.0338010252,92209,B03,OPP TANDEVILLE,36701,32583
38818.9392019263,39217.4099007556,75369,B02,OPP TAMPINES NORTH AVE 5,38819,39217
38846.072398184,39525.0366018311,75351,B01,BEF TPE,38846,39525
29351.4369029507,35901.2752973882,52161,B06,BLK 111,29351,35901
36844.8759580011,31571.7055786745,92289,B14,,36845,31572
17560.8547893091,34894.5899228996,28241,B11,OPP JURONG EAST LIB,17561,34895
28657.5337971601,34723.8713980212,51021,B13,OLD POLICE ACADEMY,28658,34724
33778.3554016362,37062.2883032521,63301,B04,PAYA LEBAR GIRLS' SCH,33778,37062
36955.3555018628,33794.5586011011,83329,B02,OPP KEMBANGAN STN,36955,33795
25939.8812022786,47572.2369984726,58271,B01,BLK 335,25940,47572
27333.9875975219,34124.5973986958,40249,B05,ST JOSEPH'S INST,27334,34125
12726.0317999238,36253.8345031884,27351,B02,BLK 715,12726,36254
17094.7963159045,36013.8218987268,28281,B19,PARC OASIS,17095,36014
19276.0459146413,35482.9729442055,28681,B03,TOH GUAN CTR,19276,35483
38712.3676841721,37021.9095494829,75031,B01,OPP SPRINGFIELD SEC SCH,38712,37022
38711.8695982717,35657.3888058918,84631,B19A,OPP BLKS 731/734,38712,35657
29156.0908986509,44759.4116000514,59571,NIL,OPP NORTHBROOKS SEC SCH,29156,44759
29294.994197365,37806.7708015228,53381,B03,BISHAN NTH SHOP MALL,29295,37807
23073.0123978365,45427.3607993572,58449,B01,SPORE SPORTS SCH,23073,45427
21342.7888989051,30166.4184985487,16241,B07,BEF WEST COAST PK,21343,30166
20276.4457987344,40228.5440016861,44639,B02,BT PANJANG PLAZA,20276,40229
13062.3550978016,32173.2252979434,22429,B04,OPP NATL OXYGEN PTE LTD,13062,32173
19733.7106977065,40777.6305015858,44801,B03,OPP BLK 628,19734,40778
27891.8415023534,39142.1155029256,56289,B01,BEF SHANGRI-LA WALK,27892,39142
32870.2375297653,41891.9618769128,67569,NIL,BLK 432A,32870,41892
42007.5082034728,35828.9417908274,96201,B01,,42008,35829
17621.2113032582,41466.7031992384,45251,B13,OPP KRANJI SEC SCH,17621,41467
37907.588501139,32657.6899988609,93069,B14,AFT SIGLAP RD,37908,32658
17754.9605987273,40014.4538973468,44569,B03,BLK 295,17755,40014
12625.6014009882,37658.897197461,27121,B12,BEF NANYANG AVE,12626,37659
41637.0651006104,36247.3517032111,96261,B01,BLK 233,41637,36247
23466.4132019088,32192.5379996823,11189,B02,BLK 43,23466,32193
35303.2169993132,31631.744398586,92099,B18,ONE AMBER,35303,31632
23082.4665974749,30945.0189007883,18029,B02,TEMPCO MFG,23082,30945
45941.6632032655,39363.1986979271,95039,B02,SIA PLANT \& MAINT OFF,45942,39363
18898.9947031872,38269.7373983999,43589,B06,OPP BLK 347,18899,38270
20655.7625983858,37666.4327970627,43829,B04,SYMPHONY HTS,20656,37666
28828.0277975696,32731.1368999198,40039,B08,OPP NEWTON FC,28828,32731
7757.08009743014,33290.6802993993,26121,B03,OPP CHUAN HUA,7757,33291
28340.0346003968,41600.004798923,55261,B05,BULLION PK,28340,41600
38771.7426535796,34224.5237050496,84091,NIL,BLK 204,38772,34225
42082.1067833725,37597.7888582284,76469,B01,EAST SPRING SEC SCH,42082,37598
24586.9755982524,28818.1221973794,15059,B19,OPP ALEXANDRA PT,24587,28818
29953.263999287,39057.7809968298,54261,B15,ANG MO KIO STN,29953,39058
13708.4223991313,35516.036602986,22499,NIL,OPP BLK 662C,13708,35516
40173.2251017265,40249.7672967534,77081,B03A,AFT PASIR RIS DR 3,40173,40250
24295.9304995131,30507.6343968192,11039,B04,BLK 19,24296,30508
41465.0750999019,33875.6012015792,85029,B04,AFT BEDOK METH CH,41465,33876
39086.3329993771,32555.5677026047,93049,B18,LAGOON VIEW,39086,32556
32529.2028022458,41888.0655275299,67571,NIL,AFT LOR TANGGAM,32529,41888
32966.3962013369,37282.1677989118,63019,B18,AFT S'GOON SHOP CTR,32966,37282
27593.0909007394,47286.8443981252,58231,B21,CANBERRA LINK,27593,47287
32933.4589006898,36443.6723014641,62159,B01,OPP RINDU TERR,32933,36444
8211.9544007569,31924.1083005239,24539,B03,DUNDEE MARINE,8212,31924
23143.2668995652,47097.6521992831,46441,B02,BLK 816,23143,47098
34273.6676014411,39267.5021975819,64391,B04,BLK 831,34274,39268
27156.6740995418,30126.3086988883,10389,B01,BLK 48,27157,30126
30181.5706972875,35763.3431008313,52361,B09,BLK 1,30182,35763
9712.10760043354,33559.3869989793,24239,B08,BEF GUL ST 1,9712,33559
30212.9789014813,33160.7752007973,50261,B03,KENTISH LODGE,30213,33161
24302.4179992235,46318.4457030911,46861,B03,OPP BLK 624B,24302,46318
18949.0334019336,36359.7031006067,43599,B06,BT VIEW SEC SCH,18949,36360
22136.6788993223,46805.975402287,46199,B01,BLK 120,22137,46806
12644.3300024696,36100.2877997978,27421,B01,BLK 701,12644,36100
26597.8979975008,48661.4198972787,58139,B10,MJD NAVAL BASE,26598,48661
33926.7548015417,31484.9831989099,91041,B11,ETONHOUSE PRE-SCH,33927,31485
35820.174202822,38342.5504031528,64131,B11,LP 116,35820,38343
26622.437601154,30102.296198027,10181,B11,BEF AL-RABITAH MQUE,26622,30102
42504.1905008949,39128.5947007916,78141,B03,GREENVIEW SEC SCH,42504,39129
10700.6954974324,33628.5224031631,24639,B02,S'PORE PLASTIC,10701,33629
21755.5202069356,46260.3607114124,46561,B04,OPP BLK 178,21756,46260
28884.7279653607,28976.5523393235,05239,NIL,Bef The Pinnacle@Duxton,28885,28977
32494.3304987015,41859.9117433016,67579,NIL,BEF JLN KAYU,32494,41860
36524.097885498,38833.1673979565,64159,B16,BEF LOR TONGKOL,36524,38833
26980.8141986507,47010.2756985182,58011,B21,OPP SEMBAWANG SHOP CTR,26981,47010
28424.194701509,41005.2446028215,55339,B02,AFT FLORISSA PK,28424,41005
29106.1730992187,30476.7081991019,04329,B04,OPP SHELL HSE,29106,30477
33941.4538967356,39433.3349010366,64349,B10,BLK 502,33941,39433
32399.4723000492,36793.3378974273,62131,B13,S'GOON STN,32399,36793
41802.8510971668,38219.2414987909,76269,B03,OPP BLK 489A,41803,38219
15691.0454016339,35201.5458030805,21599,B08,BLK 117,15691,35202
42013.1028991078,37842.4128975887,76241,B13,BLK 497D,42013,37842
9810.5775967906,34261.4509008909,24129,B01,OPP YEOW SAN PTE LTD,9811,34261
41835.6481979103,37624.929097485,76239,B12,OPP TAMPINES JC,41836,37625
5695.65230009528,34622.3091026888,25461,B11,AFT TUAS WEST AVE,5696,34622
26428.939700894,28677.7948993338,14271,B04,AL-AMIN MQUE,26429,28678
12923.8004968421,32974.0284011494,22059,B02,SEMBAWANG KIMTRANS,12924,32974
42368.3704977348,38885.2464013451,78211,B02,BLK 219,42368,38885
20690.3767994523,47353.7451980263,46101,B45,WOODLANDS CHECKPT,20690,47354
36025.5614311494,41986.8163329406,65199,B02,,36026,41987
19585.9659996671,33332.7139928969,20029,B17,OPP HONG LEONG SHOP CTR,19586,33333
34808.820897626,34453.3492021001,71159,B03,BLK 3026,34809,34453
44789.7206031043,41520.5139024627,99111,B02,CHANGI GOLF CLUB,44790,41521
21518.7035002011,45667.541802121,47631,NIL,FUCHUN CC,21519,45668
23699.0118981726,46510.8990018565,46671,B03,BEF THE 888 PLAZA,23699,46511
36533.3683004888,33614.4727028334,83031,B03,OPP HONG SAN SI TP,36533,33614
33366.9439001181,40231.996899566,66549,B02,OPP BLK 980C,33367,40232
27347.2300988868,33640.3107001701,40089,B10,SCGS,27347,33640
31705.7966032548,37423.5598967431,66039,B06,OPP CARDIFF CT,31706,37424
40126.3516006247,34235.351500702,84061,B11,THE TANAMERA CONDO,40126,34235
29978.5791975199,31446.8893999348,07571,B05,OPP PRIME CTR,29979,31447
34691.5081002333,41575.949102762,67441,B04,OPP BLK 323B,34692,41576
34466.5977977034,39815.3051026769,64369,B06,BLK 532,34467,39815
33200.0371030235,31915.1995999642,80189,B04,OPP KALLANG SQUASH CTR,33200,31915
12882.0185030961,35879.734499705,22239,B02,BLK 624,12882,35880
27911.606698621,41875.7804977759,55271,B07,AFT LENTOR FLYOVER,27912,41876
22144.8976500173,33281.2865956233,12211,B03,BET HSE NOS.33/35,22145,33281
15837.9929998541,36336.6660980013,28371,B21,BEF JURONG WEST ST 51,15838,36337
11409.1686009726,39309.6607970482,31009,B41,CHOA CHU KANG RD END,11409,39310
11445.9226987786,32278.3980972338,23431,B11,SEMCO,11446,32278
6108.51840201616,35690.2118013727,25431,B05,SUPER CONTINENTAL,6109,35690
11141.6480031382,34459.969099629,23481,B18,MOLEX,11142,34460
19154.3041006425,37017.8101016614,43429,B07,BLK 240,19154,37018
42289.479701747,35194.1094985423,96401,B01,EXPO MRT STN,42289,35194
10764.3370126161,32620.1200089041,23341,B07,,10764,32620
19131.0470026705,37027.7102016806,43421,B08,BLK 503,19131,37028
42126.6364972065,39016.7113030836,78169,B01,OPP BLK 216,42127,39017
17919.3573026891,40491.8830977913,44469,B07,BLK 414,17919,40492
31180.3033972634,33276.9055994644,60191,B04,BLK 12,31180,33277
23084.0240969501,46500.7981004594,46631,B04A,BLK 892C CP,23084,46501
35246.973002668,36525.4438028252,71041,B11,OPP AIR FORCE MUSEUM,35247,36525
9896.72740120506,30892.5101028459,24341,B06,OPP MARATHON OFFSHORE LTD,9897,30893
42160.0034009857,39392.9574014096,78159,B03,OPP BLK 230,42160,39393
26990.7950984354,28327.6531979636,14029,B09,BLK 105,26991,28328
15831.6080031712,35664.0041026989,21651,B09,OPP CHINESE GDN,15832,35664
17554.7475851376,33863.1589551914,20239,B06,AFT HASANAH MQUE,17555,33863
28628.7565986148,37730.3564018453,53199,B08,BLK 22A CP,28629,37730
21407.7455010658,46705.9779002572,46019,B07,AFT WOODLANDS CTR RD,21408,46706
24328.6468004911,30414.62900194,11031,B03,OPP QUEEN'S CLOSE,24329,30415
27960.9970982276,44496.3164016128,59561,B30,BLK 798,27961,44496
23575.213297462,46950.1091013122,46421,B01,OPP BLK 856,23575,46950
18109.5403465279,40688.2300528341,44531,B01,OPP LOT 1 SHOPPERS' MALL,18110,40688
29145.2495978665,45269.2796984066,59451,B04,BET BLKS 349/350,29145,45269
26233.2156981159,31353.3241031429,13039,B07,BEF CHATSWORTH RD,26233,31353
20126.5296061713,39793.9800372653,44019,B22,THE LINEAR,20127,39794
36084.8261020452,32948.9898006924,82181,B05,FLORA EAST,36085,32949
31996.3497019839,38403.6422999202,66139,B03,OPP TRINITY METH CH,31996,38404
40992.3949995722,38899.937298409,77359,B03,BLK 564,40992,38900
35191.8459319215,42791.164797315,65339,NIL,BLK 268C,35192,42791
21556.5513222738,35835.7706548604,42159,B02,BEF UPP BT TIMAH RD,21557,35836
14057.689798325,46387.7587004201,34021,B07,OPP LIM CHU KANG LANE 5,14058,46388
6284.89669931164,35682.9494001612,25491,B05,OPP SUPER CONTINENTAL,6285,35683
17403.9266015394,36696.8778026637,43459,B18,AFT PIE,17404,36697
27915.6912023473,33457.6488993045,40119,B06A,BEF GOLDHILL AVE,27916,33458
20072.3860007843,32237.2437026796,17069,B10,OPP BLK 701,20072,32237
28414.3554999978,28344.555398667,14069,B04,FORMER RAILWAY STN,28414,28345
19360.7708022201,45986.8204023313,49119,B06,BLK 2,19361,45987
24480.747702277,28224.3819027706,14409,NA,OPP BLK 3B,24481,28224
20317.7832980591,35549.4618969886,42291,B01,OPP TOH TUCK CRES,20318,35549
35458.2982975808,32432.2630029198,82131,B05,OPP MARANATHA HALL,35458,32432
31814.8292563882,32406.6517743067,80029,B04,AFT KALLANG RD,31815,32407
12953.3169000392,35716.833300986,22531,B03,OPP JURONG WEST PR SCH,12953,35717
32270.3532384113,32476.1327012848,80039,B02,OPP LOR 1 GEYLANG TER,32270,32476
18845.911296864,36931.2122978281,43009,NIL,BT BATOK INT,18846,36931
27246.0774988282,35911.1437006119,40269,B04,LP 57,27246,35911
27934.4008992842,28873.4068015958,10059,B02,OPP BLK 149,27934,28873
30360.8043992862,31819.5444995153,07529,B02,BEF SIM LIM TWR,30361,31820
29104.868197197,39023.5843987341,54239,B20,BLK 209,29105,39024
27802.5027970055,43910.1032972518,59039,B02,YISHUN SPORTS HALL,27803,43910
29972.463201151,30801.6056998929,04159,B02,AFT CHIJMES,29972,30802
31184.9827010609,38669.5111989939,66291,B05,OPP S'GOON GDN CIRCUS,31185,38670
11588.514099853,34679.0976016997,23069,B07,BEF KIAN TECK RD,11589,34679
41721.9208018281,35131.7547003175,96021,B05,OPP EXPO HALLS 1/2/3,41722,35132
32484.4140882322,32561.9218539887,80049,B04,AFT SIMS WAY,32484,32562
32750.5212083285,32480.5092617405,80119,B02,AFT GEYLANG RD,32751,32481
32288.6650026087,35729.7442995468,61059,B08,BEF UPP S'GOON RD,32289,35730
31578.1263993683,31994.0667982753,01349,B02,OPP BLK 4,31578,31994
30516.759300051,38321.7083013262,54379,B04,BLK 475,30517,38322
21437.2048011854,39783.698202744,44261,B02,BLK 270,21437,39784
32621.8765028993,37352.9978991336,63141,B01,BLK 209,32622,37353
36497.5706973829,32077.3529998566,92279,B01,AFT GRAND HOTEL,36498,32077
25923.5881978795,32118.9207002942,13029,B02,BEF TYERSALL AVE,25924,32119
41344.5768999727,37613.9662967183,76221,B09,OPP BLK 230,41345,37614
42228.7867014284,38706.5265016296,78051,B03,BLK 197,42229,38707
10017.4473004828,32333.3791000111,23229,B14,OPP GUL WAY,10017,32333
39155.9593012459,38033.3465983783,75281,B13,BLK 742A,39156,38033
42444.9106020717,36522.7844997668,96069,B14,MERA TERR P/G,42445,36523
19518.4276202421,40870.6711444635,44069,B06,AFT KJE SLIP RD,19518,40871
13047.2076005432,33493.6966971913,22149,B02A,BEF JLN BUROH,13047,33494
38138.3646976674,32336.3591994591,93021,B13,OPP MANDARIN GDNS,38138,32336
26136.3714991814,48469.2604968517,58411,NIL,Blk 404A CP,26136,48469
32319.7529978796,39041.6608990443,66301,B06,BLK 152,32320,39042
32362.3653988229,34436.5045005191,70359,B01,AFT KALLANG SECTOR,32362,34437
11618.4161980015,31798.746002235,23419,B08,OPP JURONG MARINE BASE,11618,31799
15390.615100883,37244.4963026406,28551,B06,AFT BLK 553,15391,37244
22990.3139995328,32256.4680005904,11191,B01,BUONA VISTA STN,22990,32256
21382.8228031563,47250.2861973408,46149,B05,BLK 203,21383,47250
36762.1483645856,34918.5466936391,72079,B06,BLK 609,36762,34919
25755.9566121684,49218.9035925155,58361,B01,,25756,49219
33996.4233019973,38111.2160011043,NIL,B01,AFT UPP SERANGOON RD,33996,38111
23547.0457968778,32296.9588020698,11381,B02,BLK 10A,23547,32297
39333.0123996875,34895.6109993256,84221,B12,BLK 109,39333,34896
20412.7046592763,38478.0677883853,43159,B01,BEF GLENDALE PK CONDO,20413,38478
24879.6053981525,43891.7972030975,48079,B09,OPP MANDAI CREMATORIUM,24880,43892
31114.0687977329,33359.9609992647,60199,B03,BLK 22,31114,33360
34228.2840015464,38764.7805978908,63349,B01,BLK 708,34228,38765
26056.7902978773,48473.9451010504,58419,NIL,Blk 482A CP,26057,48474
30589.3510015002,35788.6667018173,52371,B07,FIRST TOA PAYOH PR SCH,30589,35789
12405.568200293,35252.8047030406,22471,B01,BEF PIONEER RD NTH,12406,35253
29540.3186025713,30160.9920031935,04222,B02,CLARKE QUAY STN,29540,30161
33126.9427017504,34616.56979785,70031,B11,OPP ALJUNIED PK,33127,34617
21239.4304738284,36443.4452291062,42111,B05,AFT CT BT TIMAH,21239,36443
23639.1998007795,47242.7733967253,46419,B12,EVERGREEN PR SCH,23639,47243
30839.9557020776,31265.1025019139,01519,B06,THE GATEWAY,30840,31265
14550.9833967495,32970.4688021658,21111,B09,AFT JURONG PIER RD,14551,32970
41553.1160980442,38222.2080997077,76279,B01,BLK 491C,41553,38222
22628.5189006579,32938.7251017149,12131,B01,AFT GROVE RD,22629,32939
33541.310196782,32537.7411990529,81161,B04,BEF S'PORE BADMINTON ASSN,33541,32538
18300.3993004385,35698.8370987844,28641,B03,BLK 284,18300,35699
6417.62039684183,36343.3464979933,25009,NIL,TUAS TER,6418,36343
11384.165248514,34193.047975196,23131,B04,OPP LEROY SOMER,11384,34193
29347.7508996285,29933.3927998477,05023,B04,OPP HONG LIM PK,29348,29933
33713.0749997452,40010.4749989999,64619,B07,OPP BLK 913,33713,40010
31296.8889901656,31608.4070091061,01411,B09,KEYPOINT BLDG,31297,31608
15394.5084799289,33684.3245720895,21041,B01,AFT JLN TERUSAN,15395,33684
46443.7756000517,40846.0583979133,95139,B10,POLICE PASS OFF,46444,40846
7291.47869947398,35207.3495972346,25109,B14,SMC MFG,7291,35207
14886.7903972611,36882.3617008542,28539,B10,BLK 538,14887,36882
28579.1425986442,28315.810900231,14061,B03,OPP FORMER RAILWAY STN,28579,28316
36413.9984655558,38566.9442036932,64149,B14,LP 137,36414,38567
12245.2150028068,33070.0528002898,23271,B03,AFT BENOI SECTOR,12245,33070
29745.7529998493,41594.3708024299,55051,B42,OPP ST ELECTRONICS,29746,41594
21594.375302442,34303.440600398,12089,B08,OPP MAJU CAMP,21594,34303
22139.406500328,45699.2713967718,46621,B06,BLK 335,22139,45699
38030.6435010992,31903.4362009815,93179,B20,ISLAND RESORT S'PORE,38031,31903
32529.3226982463,38484.0514001371,63191,B09,AFT S'GOON NTH AVE 1,32529,38484
37367.6360909659,33214.4242054792,83181,B06,,37368,33214
30151.7326990102,35643.2813028053,52359,B08,BLK 52,30152,35643
11570.1864014481,37075.801699346,27209,NIL,HALL 8,11570,37076
29195.6844999563,34945.9105002561,52131,B12,BLK 163,29196,34946
31168.263499516,39701.2130944349,54591,B06,BLK 5084,31168,39701
16642.2101027276,36225.6677022836,28359,B18,BLK 350,16642,36226
34639.1350994951,37994.1499991069,63079,B15,BLK 248,34639,37994
32862.6714017005,40461.5510004658,67071,B22,OPP ST VINCENT DE PAUL CH,32863,40462
23152.7963015342,30101.1790014977,18279,NIL,BLK 85,23153,30101
33644.5473000965,34275.2317989289,70231,B01,AFT MERPATI RD,33645,34275
42497.6570599731,40135.5171609741,78271,NIL,CASA PASIR RIS,42498,40136
35419.838988744,41856.175990136,67259,B02,BLK 297A,35420,41856
35786.3822108229,40053.4600980203,64401,B37,,35786,40053
41848.9609114397,36012.7227948499,96291,B03,,41849,36013
6320.06579892311,34395.4816984922,26109,B01,BEF TUAS AVE 11,6320,34395
32318.7856977538,43238.3201982471,68061,B01,SING CHINA BLDG,32319,43238
35381.4818000912,41481.6131025453,67101,B07,BLK 250A,35381,41482
25788.7290261115,47736.0236150291,58381,B03,BLK 469B,25789,47736
26493.2375813326,47905.9418321245,58219,B01,OPP SEMBAWANG STN,26493,47906
40178.3654018171,40110.2433032307,77209,B16,OPP BLK 601,40178,40110
28449.6916975641,39581.1950989777,54191,B03,BLK 170,28450,39581
5018.87069828475,32324.3370973304,26289,B11,OPP JVC ASIA,5019,32324
34905.1164027194,41143.6747994692,67349,B04,BLK 204 CP,34905,41144
18549.8318268502,46169.3367688994,49081,B04,OPP ECON MACHINERY,18550,46169
20941.2560977787,43572.4674008792,45211,B24,BEF BKE,20941,43572
12932.1161993349,34458.4962019507,22221,B08,AFT PIONEER RD,12932,34458
26357.3994987217,42860.4503025255,57029,B02,AFT THE SPRINGSIDE,26357,42860
15858.1631982632,34296.0259001105,21779,B02,OPP NTUC LIFESTYLE CTR,15858,34296
17886.831532324,31864.6718517424,29059,B22,CALTEX S'PORE,17887,31865
36319.2451990064,32522.0739984419,83309,B01,AFT STILL LANE,36319,32522
34440.511651818,36349.9726398306,62241,B06,SBST HOUGANG DEPOT,34441,36350
26783.1913980822,29416.8612984286,10081,B09,OPP BLK 120,26783,29417
18456.3247024571,40100.0665988349,44449,B03,OPP BLKS 237/239,18456,40100
25676.968699364,42726.3585998154,48091,B06,SCDF NEE SOON CAMP,25677,42726
35347.2747992156,32410.3949005087,82139,B06,MARANATHA HALL,35347,32410
35734.9572030203,33263.112602254,82069,B04,AFT GE LIFE CTR,35735,33263
38929.1717985755,39610.6978980316,75359,B02A,AFT TPE,38929,39611
17233.4789977929,35747.5230004761,28081,B13,BLK 112,17233,35748
28840.4291985242,29330.1056970954,05012,B10,PEARL'S CTR,28840,29330
25320.1984996892,30130.9742005201,10599,B01-TMNL,RUMAH TINGGI TER,25320,30131
12990.5285023422,33825.0383967808,22031,B18,SANKYU S'PORE,12991,33825
31326.8239996473,32880.570703163,60019,B02,OPP S'PORE POST,31327,32881
23397.8159171667,46291.9412479547,47589,B05,BLK 519A CP,23398,46292
15963.8777012019,35426.1515998688,21649,B08,LAKESIDE APT,15964,35426
34277.9744975944,32715.4995016895,81149,B07,OPP VERSAILLES CONDO,34278,32715
31502.4956999899,31744.8270995371,01421,B11,OPP GOLDEN MILE CPLX,31502,31745
14272.0776096347,39297.0280794542,31191,B26,,14272,39297
24173.9862009455,46102.9331968015,47561,B02,BLK 620,24174,46103
23756.2442975374,30445.5777016098,18211,B02,BEF JLN HANG JEBAT,23756,30446
14428.8866010834,35024.8476995077,21519,B04,AMOY CANNING,14429,35025
11711.875202936,36219.4568993603,27261,B17,HALL 4,11712,36219
27700.1070977358,48539.9456974368,58209,B01,AFT PAKISTAN RD,27700,48540
35745.6150029893,42892.526198859,65009,NIL,PUNGGOL TEMP INT ALIGHTING BAY,35746,42893
39703.6199007984,36625.5664022455,76281,B02,EAST VIEW PR SCH,39704,36626
24146.4782999831,31638.8939005907,11169,B06,C'WEALTH STN,24146,31639
22604.8963984362,29908.711497921,15111,B06,LP 37,22605,29909
35480.347597146,33304.7848981564,82229,B99,KAMPONG UBI CC,35480,33305
36850.0425026688,39571.4182019341,64179,B20,LP 193,36850,39571
26361.7151012627,41547.0241992617,56089,B34,AFT SLE,26362,41547
24374.3746030304,31219.0733025856,11059,B08,QUEENSTOWN POLYCLINIC,24374,31219
32723.0222051755,38916.8381987648,63211,B13,BLK 138,32723,38917
29019.4819013912,29478.3666991018,05039,B07,NEW BRIDGE CTR,29019,29478
29628.1249969013,36991.4030075692,53231,B04,Bishan Stn,29628,36991
31324.5699957641,31586.2900122617,01419,B10,ST JOHN HQ,31325,31586
26393.7095443566,33844.521991905,41011,B21,NUS,26394,33845
21554.564496898,43585.8331976301,48019,B21,MANDAI CAMP 2,21555,43586
