X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC
19131.047,37027.7102,43421,B08,BLK 503
42126.6365,39016.7113,78169,B01,OPP BLK 216
17919.3573,40491.8831,44469,B07,BLK 414
31180.3034,33276.9056,60191,B04,BLK 12
23084.0241,46500.7981,46631,B04A,BLK 892C CP
35246.973,36525.4438,71041,B11,OPP AIR FORCE MUSEUM
9896.727401,30892.5101,24341,B06,OPP MARATHON OFFSHORE LTD
42160.0034,39392.9574,78159,B03,OPP BLK 230
26990.7951,28327.6532,14029,B09,BLK 105
15831.608,35664.0041,21651,B09,OPP CHINESE GDN
17554.74759,33863.15896,20239,B06,AFT HASANAH MQUE
28628.7566,37730.3564,53199,B08,BLK 22A CP
21407.7455,46705.9779,46019,B07,AFT WOODLANDS CTR RD
24328.6468,30414.629,11031,B03,OPP QUEEN'S CLOSE
27960.9971,44496.3164,59561,B30,BLK 798
23575.2133,46950.1091,46421,B01,OPP BLK 856
18109.54035,40688.23005,44531,B01,OPP LOT 1 SHOPPERS' MALL
29145.2496,45269.2797,59451,B04,BET BLKS 349/350
26233.2157,31353.3241,13039,B07,BEF CHATSWORTH RD
20126.52961,39793.98004,44019,B22,THE LINEAR
36084.8261,32948.9898,82181,B05,FLORA EAST
31996.3497,38403.6423,66139,B03,OPP TRINITY METH CH
40992.395,38899.9373,77359,B03,BLK 564
35191.84593,42791.1648,65339,NIL,BLK 268C
21556.55132,35835.77065,42159,B02,BEF UPP BT TIMAH RD
14057.6898,46387.7587,34021,B07,OPP LIM CHU KANG LANE 5
6284.896699,35682.9494,25491,B05,OPP SUPER CONTINENTAL
17403.9266,36696.8778,43459,B18,AFT PIE
27915.6912,33457.6489,40119,B06A,BEF GOLDHILL AVE
20072.386,32237.2437,17069,B10,OPP BLK 701
28414.3555,28344.5554,14069,B04,FORMER RAILWAY STN
19360.7708,45986.8204,49119,B06,BLK 2
24480.7477,28224.3819,14409,NA,OPP BLK 3B
20317.7833,35549.4619,42291,B01,OPP TOH TUCK CRES
35458.2983,32432.263,82131,B05,OPP MARANATHA HALL
31814.82926,32406.65177,80029,B04,AFT KALLANG RD
12953.3169,35716.8333,22531,B03,OPP JURONG WEST PR SCH
32270.35324,32476.1327,80039,B02,OPP LOR 1 GEYLANG TER
18845.9113,36931.2123,43009,NIL,BT BATOK INT
27246.0775,35911.1437,40269,B04,LP 57
27934.4009,28873.4068,10059,B02,OPP BLK 149
30360.8044,31819.5445,7529,B02,BEF SIM LIM TWR
29104.8682,39023.5844,54239,B20,BLK 209
27802.5028,43910.1033,59039,B02,YISHUN SPORTS HALL
29972.4632,30801.6057,4159,B02,AFT CHIJMES
31184.9827,38669.5112,66291,B05,OPP S'GOON GDN CIRCUS
11588.5141,34679.0976,23069,B07,BEF KIAN TECK RD
41721.9208,35131.7547,96021,B05,OPP EXPO HALLS 1/2/3
32484.41409,32561.92185,80049,B04,AFT SIMS WAY
32750.52121,32480.50926,80119,B02,AFT GEYLANG RD
32288.665,35729.7443,61059,B08,BEF UPP S'GOON RD
31578.1264,31994.0668,1349,B02,OPP BLK 4
30516.7593,38321.7083,54379,B04,BLK 475
21437.2048,39783.6982,44261,B02,BLK 270
32621.8765,37352.9979,63141,B01,BLK 209
36497.5707,32077.353,92279,B01,AFT GRAND HOTEL
25923.5882,32118.9207,13029,B02,BEF TYERSALL AVE
41344.5769,37613.9663,76221,B09,OPP BLK 230
42228.7867,38706.5265,78051,B03,BLK 197
10017.4473,32333.3791,23229,B14,OPP GUL WAY
39155.9593,38033.3466,75281,B13,BLK 742A
42444.9106,36522.7845,96069,B14,MERA TERR P/G
19518.42762,40870.67114,44069,B06,AFT KJE SLIP RD
13047.2076,33493.6967,22149,B02A,BEF JLN BUROH
38138.3647,32336.3592,93021,B13,OPP MANDARIN GDNS
26136.3715,48469.2605,58411,NIL,Blk 404A CP
32319.753,39041.6609,66301,B06,BLK 152
32362.3654,34436.5045,70359,B01,AFT KALLANG SECTOR
11618.4162,31798.746,23419,B08,OPP JURONG MARINE BASE
15390.6151,37244.4963,28551,B06,AFT BLK 553
22990.314,32256.468,11191,B01,BUONA VISTA STN
21382.8228,47250.2862,46149,B05,BLK 203
36762.14836,34918.54669,72079,B06,BLK 609
25755.95661,49218.90359,58361,B01,
33996.4233,38111.216,NIL,B01,AFT UPP SERANGOON RD
23547.0458,32296.9588,11381,B02,BLK 10A
39333.0124,34895.611,84221,B12,BLK 109
20412.70466,38478.06779,43159,B01,BEF GLENDALE PK CONDO
24879.6054,43891.7972,48079,B09,OPP MANDAI CREMATORIUM
31114.0688,33359.961,60199,B03,BLK 22
34228.284,38764.7806,63349,B01,BLK 708
26056.7903,48473.9451,58419,NIL,Blk 482A CP
30589.351,35788.6667,52371,B07,FIRST TOA PAYOH PR SCH
12405.5682,35252.8047,22471,B01,BEF PIONEER RD NTH
29540.3186,30160.992,4222,B02,CLARKE QUAY STN
33126.9427,34616.5698,70031,B11,OPP ALJUNIED PK
21239.43047,36443.44523,42111,B05,AFT CT BT TIMAH
23639.1998,47242.7734,46419,B12,EVERGREEN PR SCH
30839.9557,31265.1025,1519,B06,THE GATEWAY
14550.9834,32970.4688,21111,B09,AFT JURONG PIER RD
41553.1161,38222.2081,76279,B01,BLK 491C
22628.5189,32938.7251,12131,B01,AFT GROVE RD
33541.3102,32537.7412,81161,B04,BEF S'PORE BADMINTON ASSN
18300.3993,35698.8371,28641,B03,BLK 284
6417.620397,36343.3465,25009,NIL,TUAS TER
11384.16525,34193.04798,23131,B04,OPP LEROY SOMER
29347.7509,29933.3928,5023,B04,OPP HONG LIM PK
33713.075,40010.475,64619,B07,OPP BLK 913
31296.88899,31608.40701,1411,B09,KEYPOINT BLDG
15394.50848,33684.32457,21041,B01,AFT JLN TERUSAN
46443.7756,40846.0584,95139,B10,POLICE PASS OFF
7291.478699,35207.3496,25109,B14,SMC MFG
14886.7904,36882.3617,28539,B10,BLK 538
28579.1426,28315.8109,14061,B03,OPP FORMER RAILWAY STN
36413.99847,38566.9442,64149,B14,LP 137
12245.215,33070.0528,23271,B03,AFT BENOI SECTOR
29745.753,41594.3708,55051,B42,OPP ST ELECTRONICS
21594.3753,34303.4406,12089,B08,OPP MAJU CAMP
22139.4065,45699.2714,46621,B06,BLK 335
38030.6435,31903.4362,93179,B20,ISLAND RESORT S'PORE
32529.3227,38484.0514,63191,B09,AFT S'GOON NTH AVE 1
37367.63609,33214.42421,83181,B06,
30151.7327,35643.2813,52359,B08,BLK 52
11570.1864,37075.8017,27209,NIL,HALL 8
29195.6845,34945.9105,52131,B12,BLK 163
31168.2635,39701.21309,54591,B06,BLK 5084
16642.2101,36225.6677,28359,B18,BLK 350
34639.1351,37994.15,63079,B15,BLK 248
32862.6714,40461.551,67071,B22,OPP ST VINCENT DE PAUL CH
23152.7963,30101.179,18279,NIL,BLK 85
33644.5473,34275.2318,70231,B01,AFT MERPATI RD
42497.65706,40135.51716,78271,NIL,CASA PASIR RIS
35419.83899,41856.17599,67259,B02,BLK 297A
35786.38221,40053.4601,64401,B37,
41848.96091,36012.72279,96291,B03,
6320.065799,34395.4817,26109,B01,BEF TUAS AVE 11
32318.7857,43238.3202,68061,B01,SING CHINA BLDG
35381.4818,41481.6131,67101,B07,BLK 250A
25788.72903,47736.02362,58381,B03,BLK 469B
26493.23758,47905.94183,58219,B01,OPP SEMBAWANG STN
40178.3654,40110.2433,77209,B16,OPP BLK 601
28449.6917,39581.1951,54191,B03,BLK 170
5018.870698,32324.3371,26289,B11,OPP JVC ASIA
34905.1164,41143.6748,67349,B04,BLK 204 CP
18549.83183,46169.33677,49081,B04,OPP ECON MACHINERY
20941.2561,43572.4674,45211,B24,BEF BKE
12932.1162,34458.4962,22221,B08,AFT PIONEER RD
26357.3995,42860.4503,57029,B02,AFT THE SPRINGSIDE
15858.1632,34296.0259,21779,B02,OPP NTUC LIFESTYLE CTR
17886.83153,31864.67185,29059,B22,CALTEX S'PORE
36319.2452,32522.074,83309,B01,AFT STILL LANE
34440.51165,36349.97264,62241,B06,SBST HOUGANG DEPOT
26783.1914,29416.8613,10081,B09,OPP BLK 120
18456.3247,40100.0666,44449,B03,OPP BLKS 237/239
25676.9687,42726.3586,48091,B06,SCDF NEE SOON CAMP
35347.2748,32410.3949,82139,B06,MARANATHA HALL
35734.9572,33263.1126,82069,B04,AFT GE LIFE CTR
38929.1718,39610.6979,75359,B02A,AFT TPE
17233.479,35747.523,28081,B13,BLK 112
28840.4292,29330.1057,5012,B10,PEARL'S CTR
25320.1985,30130.9742,10599,B01-TMNL,RUMAH TINGGI TER
12990.5285,33825.0384,22031,B18,SANKYU S'PORE
31326.824,32880.5707,60019,B02,OPP S'PORE POST
23397.81592,46291.94125,47589,B05,BLK 519A CP
15963.8777,35426.1516,21649,B08,LAKESIDE APT
34277.9745,32715.4995,81149,B07,OPP VERSAILLES CONDO
31502.4957,31744.8271,1421,B11,OPP GOLDEN MILE CPLX
14272.07761,39297.02808,31191,B26,
24173.9862,46102.9332,47561,B02,BLK 620
23756.2443,30445.5777,18211,B02,BEF JLN HANG JEBAT
14428.8866,35024.8477,21519,B04,AMOY CANNING
11711.8752,36219.4569,27261,B17,HALL 4
27700.1071,48539.9457,58209,B01,AFT PAKISTAN RD
35745.615,42892.5262,65009,NIL,PUNGGOL TEMP INT ALIGHTING BAY
39703.6199,36625.5664,76281,B02,EAST VIEW PR SCH
24146.4783,31638.8939,11169,B06,C'WEALTH STN
22604.8964,29908.7115,15111,B06,LP 37
35480.3476,33304.7849,82229,B99,KAMPONG UBI CC
36850.0425,39571.4182,64179,B20,LP 193
26361.7151,41547.0242,56089,B34,AFT SLE
24374.3746,31219.0733,11059,B08,QUEENSTOWN POLYCLINIC
32723.02221,38916.8382,63211,B13,BLK 138
29019.4819,29478.3667,5039,B07,NEW BRIDGE CTR
29628.125,36991.40301,53231,B04,Bishan Stn
31324.57,31586.29001,1419,B10,ST JOHN HQ
26393.70954,33844.52199,41011,B21,NUS
21554.5645,43585.8332,48019,B21,MANDAI CAMP 2
7465.193199,33504.1451,26011,B01,BEF TUAS AVE 11
40289.4121,40657.4848,77129,B04,OPP UNIT 104
17737.2665,36572.4204,43351,B02,BLK 168
10392.9645,32405.8064,23231,B11,HYDRIL PTE LTD
36740.848,41802.9562,65179,B01,BLK 126A
27133.1457,27830.2737,14011,B10,MT FABER LODGE
14982.1253,34847.7542,21539,B01,OPP KAILY PACKAGING
26901.8774,28782.4871,14039,B07,OPP ST. THERESA'S CONVENT
28056.5349,28297.1625,14071,B05,KEPPEL WORKSHOP
12784.8958,33685.858,22159,B02,OPP HITACHI
18655.951,40282.8102,44119,B10,BLK 204
28064.3014,48545.9937,58071,B33,PRISON TRG SCH
41082.1865,37434.675,76409,B06,BLK 259
20611.2251,39915.0278,44209,B06,OPP PETIR STN
29734.4346,35146.6136,52239,B02,BLK 177
28303.2871,30901.4512,13089,B09,THE MORNINGSIDE
12102.2442,35055.681,23041,B04,OPP JURONG CAMP
23502.5764,32387.4249,11389,B01,BLK 46
42238.7645,35837.1764,96049,B10,OPP TROPICANA CONDO
19420.0113,42801.7352,45059,B16,OPP DIGILAND
41351.19245,36315.68766,96141,B04,
13635.8683,45088.3827,33031,B15,AFT JLN BAHTERA
6133.655103,30388.8754,26211,NIL,TUAS POWER STN
32334.4428,43262.853,68069,B02,OPP SING CHINA BLDG
29851.1107,39793.6793,54359,B17,BLK 502
7579.918298,34954.863,25111,B13,SE PLASTICS
28711.3752,40119.3949,55131,B07,BLK 612
42314.559,36216.1093,96051,B11,OPP CHANGI CT
25441.2417,47369.2429,58309,B05,OPP 3M BLDG
41412.1512,35094.0158,96119,B02,ITE COLLEGE EAST
16587.031,36801.5391,28491,B09,OPP JURONG POLYCLINIC
13413.8856,44602.8978,33011,B19,B19 LIM CHU KANG RD
30215.2598,32348.7988,7111,B03,BROADWAY HOTEL
12547.712,39369.7854,31051,B02,BEF MUSLIM CEMY PATH 1
34545.547,33407.4645,81111,B02,PAYA LEBAR STN
29133.0592,39943.2557,54461,B19,BLK 649
29955.0161,34497.204,52401,B03,BLK 102
31123.5986,33054.8969,60099,B01,BEF LAVENDER ST
36828.9829,32249.7364,92301,B02,BEF ST. PATRICK'S RD
13280.1853,37189.6293,27101,B14,WESTVILLE
33256.4198,34313.5639,70029,B10,AFT CANOSSA CON PR SCH
24425.9519,47154.643,46781,B01,BEF ADMIRALTY PR SCH
10562.7555,34347.6836,24159,B08,AFT JOO KOON RD
38530.976,32191.85989,93149,B01,
6036.107502,30124.9824,26429,NIL,TUAS POWER STN
14392.3251,34300.2366,21499,B05,BEF JLN TUKANG
19140.6058,46461.3075,49189,B01,AFT KRANJI RD
29596.687,37018.83899,53239,B03,Opp Bishan Stn
29054.63971,44446.30137,59711,NIL,672C
15499.8901,36818.2698,28611,B01,OPP BLK 461
30517.358,37875.1915,54369,B01,OPP BLK 4025
27979.8478,30970.8029,13071,B12,OPP RIVER VALLEY PR SCH
39814.7994,34130.4097,84059,B10,BLK 65
17540.7034,34351.4211,20089,B03,OPP CARRIER S'PORE
19948.96343,40323.64442,44049,B01,OPP TEN MILE JUNCTION STN
24475.9306,32648.0796,11239,B10,FAIRLODGE
27956.4932,29832.8713,10149,B04,BLK 1
38701.0249,34148.1749,84008,NIL,BEDOK BUS INT
30603.5596,31759.582,1109,TMNL,QUEEN ST TER
26276.9933,49280.3087,58149,B07,OPP SEMBAWANG SHIPYARD G 8
34152.7659,32311.151,81181,B03,BLK 99
23051.211,46527.24,46639,B03A,OPP BLK 892C CP
40538.4097,39840.5569,77191,B13,BLK 500A
23077.0575,33160.9087,11289,B16,OPP TAN BOON CHONG AVE
32529.5849,34657.8895,70101,B03,OPP GULAB BLDG
38325.6309,38825.0726,74039,B34,BEF JLN SAM KONG SI
11220.3216,34666.0842,23071,B10,OPP SAFTI MILITARY INST
17817.493,40285.5912,44529,B02,BLK 410
24640.71554,34616.93972,41079,B22,NATL JC
26013.68776,30999.03142,10479,B02,AFT TANGLIN ROAD
37923.7515,32692.3159,93061,B13,BEF SIGLAP RD
36008.51551,33974.99141,83111,B03,BLK 17
15826.34129,36368.7584,28379,B22,AFT JURONG WEST ST 51
22192.52483,29504.22126,16221,B03,OPP FORMER HAW PAR VILLA
34396.43678,34122.42332,70259,B06,OPP MACPHERSON STN
18893.7416,37924.7819,43571,B03,OPP BT GOMBAK STN
32178.0817,33810.4266,60221,B01,BLK 73
31366.4197,31915.9676,1329,B15,BLK 8
24528.154,46519.473,46879,B06,OPP BLK 644
34967.6907,38895.2366,64249,B01,BLK 327
28401.823,46371.9218,59239,B15,BLK 291
23649.9654,34538.7596,42131,B02,AFT LANTANA AVE
22404.6998,43267.7317,48121,B03,OPP MANDAI ORCHID GDN
28793.5043,38524.836,54619,B12,OPP BLK 220
35480.03,32842.0721,82159,B02,AFT TEMBELING RD
34634.8381,40005.3527,64571,B03,BLK 438
14229.042,35673.3359,21351,B06,OPP CHARTERED IND
41041.5208,37099.6142,76171,B04,BLK 266
26413.8053,47346.7558,58371,B05,BET BLKS 325/326
18413.9126,38431.3791,43491,B02,BLK 331
18448.4129,33873.9592,20051,B22,CYCLE \& CARRIAGE
20274.0779,40180.7546,44631,B01,OPP BT PANJANG PLAZA
41692.24691,39514.56541,78081,B04,BLK 467
24241.59871,30856.73111,11049,B06,OPP BLESSED SACRAMENT CH
36189.2599,32754.2868,83311,B04,AFT LOR NANGKA
6306.145599,36286.6391,25419,B02,OPP TUAS TER
24926.66713,33082.4244,11109,B08,SPANISH VILLAGE
18500.3761,40273.7741,44471,B01,BLK 234
21136.26385,33340.3661,17119,B14,OPP BLK 343
29421.9593,39876.728,54251,B19,OPP ANDERSON JC
30926.3289,33500.5338,50349,B01,BLK 107
15550.4157,37560.7025,28159,B10,AFT HONG KAH CIRCLE
7789.403898,34755.7619,25121,B11,WESTERN DIGITAL
18584.7379,40512.973,44391,B01,AFT BLK 202
40485.0589,40267.8224,77091,B05,BEF PASIR RIS WAY
29630.2775,35873.0223,52179,B03,BRADDELL STN
41382.0676,36801.7352,76301,B03,BLK 283
15737.4428,34695.4295,21579,B04,JURONG SEC SCH
22687.775,29843.4818,15101,B08,OPP LP 31
29836.9527,31489.1224,7011,B01,PEACE CTR
31335.1514,32931.8954,60011,B01,S'PORE POST
24117.5547,31874.1344,11429,B06,OPP BLK 115B
26008.5732,29528.1647,10651,B01,BLK 116
27749.6914,30304.5887,10221,B03,GANGES CTR
39418.1792,38033.4534,75271,B11,BLK 721
23066.5351,43835.1547,48041,B16,AFT JLN ULU SEMBAWANG
12769.716,36753.1381,27399,B05,BLK 859
47052.53265,39399.64799,95161,NIL,BEF CHANGI FERRY RD
18152.04102,40725.70235,44539,B02,LOT 1 SHOPPERS' MALL
26611.1957,49045.81,58169,B05,AFT CDANS
40163.5973,39534.4138,77011,B15,OPP BLK 515
24162.0755,48872.5633,47179,B01,SU BROS TPT SVC
9636.243703,31173.8384,24351,B04,OPP S'PORE TAKADA IND
22759.907,30579.2385,18101,B01,PSB SCIENCE PARK BLDG
38990.2814,34816.9993,84341,B10,OPP FENGSHAN PR SCH
20033.571,32233.988,17061,B09,BLK 701
29292.0402,28502.0659,3222,B01,HUB SYNERGY PT
32517.4181,38925.5493,66319,B03,BET BLKS 142/148
32464.1539,39519.8912,66421,B01,BLK 537
40703.6698,33264.3832,94051,B15,OPP TEMASEK SEC SCH
27154.1271,40502.7092,56051,B27,OPP 3M S'PORE
28100.1852,30247.1377,6149,B08,OPP HOLIDAY INN ATRIUM S'PORE
31027.3531,39886.2741,54499,B11,BEF CTE
33224.0202,39130.9379,63399,B16,BLK 632
10511.3561,31825.2548,23321,B11,OPP SINIP STEEL PTE LTD
40272.7468,39525.6871,77019,B16,BLK 515
18155.1846,36879.9774,43329,B02,BLK 144
26866.2585,47586.8266,58109,B02,OPP BLK 311
30157.5274,34854.1873,52329,B02,OPP TOA PAYOH STADIUM
20500.4822,43588.4234,45201,B26,OPP POLICE TACTICAL TRG CAMP
10027.8547,32365.2386,23221,B13,AFT GUL WAY
20156.7567,40421.6839,44641,B12,BLK 602
28533.23925,32761.02462,40181,B01,NEWTON STN
29148.8259,31044.43,8011,B01,OPP HAW PAR GLASS TWR
22415.701,31026.1787,18239,B02,OPP NUH
34066.4802,37887.4153,63239,B04,OPP BLK 210
14973.2756,35801.5677,21219,B10,LAKEPOINT CONDO
11337.3044,32628.9368,23259,B08,BEF SHIPYARD RD
29499.9061,35035.3087,52189,B01,TOA PAYOH STN
12762.9802,31978.5105,23461,B03,SELCO PTE LTD
18516.9407,34775.0798,28049,0,Opp The Synergy
29086.0527,28417.8904,5651,B08,OPP IBM TWRS
27169.031,32049.2485,9159,B01,AFT TOMLINSON RD
29846.5,35460.4984,52279,B06,BLK 56
22715.9415,46900.8083,46271,B05,OPP BLK 802
32662.4535,37069.8759,62141,B15,OPP BLK 1
24968.2993,31158.4907,11481,B07,QUEENSTOWN LIB
21104.0041,39144.2573,43889,NIL,Aft Chestnut Dr
32804.8385,36637.9991,62169,B03,BLK 426
31564.1726,39201.2879,66349,B06,OPP DAIKIN S'PORE
24495.722,46510.2731,46871,B05,BLK 644
20598.3266,31275.3354,17381,B03A,WEST BAY RESORT CONDO
36039.48518,33917.154,83119,B04,OPP BLK 16
28378.6008,40766.5834,55341,B01,OPP THOMSON GR
28126.8134,30348.2782,6129,B01,GRAND COPTHORNE HOTEL
38525.58743,36807.7636,75259,B01,TROPICA CONDO
41564.7922,33578.8682,94071,B19,OPP BEDOK CAMP 2
16127.6222,36904.4624,28509,B02,BLK 422
39225.6323,36694.8072,75099,B01,OPP BLK 822
19599.677,40043.6329,44141,B02,PHOENIX STN
16718.9947,36463.2248,28469,B08,BLK 316
36027.68185,41897.92414,65191,B01,
11447.58856,31981.13491,23421,B09,COMFORT HOLDINGS
19713.41731,40936.735,44869,B04,OPP BLK 635C
21345.0036,47498.2358,46151,B08,BLK 211
33220.6028,39213.1876,63391,B15,BLK 639
38666.3104,35091.1833,84419,B03,BLK 512
25621.0015,42760.4936,48099,B05,OPP SCDF NEE SOON CAMP
30227.2531,35611.0966,52351,B07,BLK 2
37563.6296,32982.5403,83179,B03,AFT SIGLAP DR
21881.5703,32618.7773,19031,B07,DOVER STN
12667.6751,39773.0209,31061,B39,OPP LIM CHU KANG CAMP II
31642.8329,33275.6184,60029,B04,BLK 16
28978.3475,46468.9217,59191,B03,OPP NORTHLAND SEC SCH
43510.1325,40384.8553,98209,B03,ASIA BROADCAST CTR
8019.662398,33605.2149,25331,B03,CHUGOKU MARINE PAINTS
26221.6057,30003.2278,10451,B01,OPP BLK 71
25469.217,47390.3822,58301,B06,3M BLDG
39206.9114,34456.1442,84359,B02,OPP BEDOK CTRL PO
46514.0437,41017.1283,95091,B02,OPP CHANGI INTL EXH CTR
17262.4424,36310.36049,28299,B20,BLK 253
21317.2409,47258.3496,46141,B04,BLK 32
18845.99145,35420.32072,28679,B06,HITACHI ELEVATOR BLDG
31593.5966,34116.8067,60161,B15,ST. MICHAEL'S PL
34585.8552,30859.906,91111,B01,CP B1
36159.7732,32167.6389,92121,NIL,OPP THE HOLY FAMILY CH
27868.8902,38091.7332,53351,B08,AI TONG SCH
6152.315472,30631.02776,26221,NIL,OPP YLS STEEL
34619.59943,38851.1377,64011,B29,NAUNG CT
34214.2491,38471.0252,63051,B25,S'GOON JC
32248.4663,32836.8544,80109,B02,BET BLKS 2B/2C
18754.7112,37091.6504,43411,B01,OPP BLK 628
30195.4601,31312.1436,7569,B04,MIDLINK PLAZA
28088.3623,38809.6648,54061,B15,BLK 246
35824.6992,42520.8357,65201,NIL,OPP BLK 201A
32662.9883,38672.9608,63209,B12,TOHO GREEN
32866.1853,37467.2523,63159,B02,HIGHLAND CTR
36441.9482,33018.2914,83151,B07,EAST SHORE HOSP
33678.1523,33410.3301,81209,B06,GEYLANG METH SEC SCH
27231.475,30641.2245,13051,B16,OPP VALLEY PT CONDO
28182.3969,44360.0487,59429,B01,BLK 846
26728.572,32014.8517,9149,B02,OPP BRITISH COUNCIL
39887.8021,33633.6965,84081,B08,OPP BLK 40
26182.3191,42704.3588,57141,B02,BEF UPP THOMSON RD
22547.66979,30811.5363,18331,B01A,KENT RIDGE STN
32774.7972,38942.7535,63219,B14,OPP BLK 139
21184.72627,33062.1467,17109,B16,OPP BLK 352
31722.0452,40035.2628,54659,B07,TECHPLACE 2
29178.7946,30796.1451,4311,B03,AFT RIVER VALLEY RD
23111.7352,30282.2443,18261,B07,OPP DSO NATL LABORATORIES
24430.6817,47193.6006,46789,B02,OPP ADMIRALTY PR SCH
9164.444499,32255.9259,24661,B17,OPP GE KEPPEL ENERGY
10973.7099,34428.9844,23489,B17,OPP MOLEX
18722.3133,41586.2738,45361,B02,OPP BLK 765
36447.9187,42041.6561,65169,B03,BLK 108
27587.672,30871.0328,13063,B14A,MUTIARA CREST
25514.1483,30038.1768,10409,B04,BLK 50
26108.0089,29996.22,10459,B02,BLK 72
28056.3246,46534.6107,59259,B16,DARUL MAKMUR MQUE
41006.474,35222.8802,84439,B09,OPP BLK 3011
13662.2381,35205.6302,22569,B31,OPP BLK 660
11972.1975,31761.8726,23409,B06,MOBIL MARINE TER
35593.30168,31773.41606,92109,B20,OPP KATONG SHOP CTR
41878.8929,34827.1952,96229,B08,S'PORE EXPO
20519.4517,38783.5888,43089,B14,AFT ASSUMPTION ENG SCH
36149.8342,42873.7126,65091,B19,OPP PUNGGOL PORT RD
20269.4989,31192.6916,17369,B16,AFT WEST COAST LINK
15192.2973,35570.2831,21619,B12,AFT CORPORATION RD
27924.98729,35808.27549,51119,B02,BEF ANDREW RD
27462.216,46439.33399,59271,B07,BLK 118
34348.288,39104.1312,64551,B02,BLK 836
28127.5346,33391.9962,40069,B06,ANGLO-CHINESE SCH
24881.1553,32540.1712,11229,B08,LES JARDINS DE HOLLAND
27513.9335,28444.7141,14221,B07,OPP ST TERESA'S CH
28773.654,40591.297,55151,B05,ANG MO KIO COMM HOSP
26934.88143,31775.24663,9139,B08,AFT CUSCADEN RD
27826.6954,44612.5453,59329,B27,NAVAL BASE SECONDARY SCHOOL
21817.07169,45646.021,46619,B07,OPP FUCHUN SEC SCH
35367.56171,43123.96514,65409,NIL,BEF BLK 264
41014.6579,38037.6629,76369,B08,BLK 496F
30587.0753,38706.9009,54389,B06,BLK 465
39457.7101,38060.0402,75279,B12,OPP BLK 721
21112.2345,39834.6312,44229,B01,BEF PENDING STN
30671.3346,33277.045,50241,B02,OPP S'PORE KHALSA ASSN
26294.0123,48593.4854,58401,NIL,Opp Blk 491
19346.29418,41140.96014,45019,B08,AFT YEW TEE FLYOVER
35291.7643,33179.9433,82049,B02,JOO CHIAT CPLX
34580.664,35244.5301,71171,B03,BLK 1022
13770.1918,34903.0414,22319,B01,CHUN CHUN MFG
37118.109,35521.794,84481,B12,OPP KAKI BUKIT CTR
40971.9455,35143.7685,85071,B01A,BEF CHANGI FIRE STN
24700.9632,31306.795,11479,B10,THE FISHERMAN CH
34288.4087,37587.4686,63279,B04,OPP YUYING SEC SCH
34676.2193,37976.3505,63071,B16,OPP BLK 248
15934.3596,34719.085,21759,B04,OPP JURONG SEC SCH
41585.18559,36084.98779,96179,B02,
37546.9231,33128.9203,83219,B01,BEF FRANKEL AVE
23092.614,43798.2241,48049,B15,LP 199
15316.9097,36276.7298,28099,B24,OPP LAKESIDE STN
9205.085798,31232.1038,24391,B01,CHEM-SOLV TECHNOLOGIES
21751.7211,33487.7362,12169,B01,PANDAN VALLEY
11948.4577,37559.2402,27181,NIL,PUB SUB-STN
28768.2267,46686.488,59209,B06,BLK 272
11552.44001,33851.39401,23021,B22,GENERAL MOTORS
21428.3203,46689.5547,46011,B08,BEF WOODLANDS CTR RD
37651.1933,34464.9921,84569,B05,OPP BLK 53
44238.0324,40962.9509,99021,B17,BEF CRANWELL RD
24007.5965,44125.3097,48051,B14,MANDAI AGROTECH PK
6055.912302,30769.6419,26431,NIL,AFT BLUE CIRCLE
18716.7191,41604.5957,45369,B01,BLK 765
12224.1692,33024.5994,23279,B04,BEF BENOI SECTOR
34522.1105,32968.6577,81139,B09,GRANDLINK SQ
19377.37,45776.2601,49101,B05,OPP ORDINANCE SUPPLY BASE
41552.7435,37225.5704,76109,B07,BLK 302
17568.2475,33835.94772,20231,B05,BEF HASANAH MQUE
23837.352,30745.0932,18191,B04,BEF WHITCHURCH RD
37128.9168,34283.5036,83371,B01,AFT JALAN PARAS
31069.46182,34777.99011,52081,B04,AFT BLK 195
32491.10363,39692.15096,66521,B04,
38950.4853,32906.7674,93099,B06,SIGLAP STH CC
45708.4146,41351.2622,95079,B05,OPP CHANGI BEACH CP 4
12179.5036,36028.4653,27279,B01,BLK 953
39309.6676,40281.1481,77271,B04,AFT PASIR RIS ST 72
21845.2883,47307.6198,46171,B04,OPP BLK 19
29179.935,38021.7609,53379,B06,BLK 246
33782.91183,38072.69415,63031,B21,KOVAN STN
23959.747,31416.7962,11451,B03,BLK 72
22101.04461,47108.26919,46319,B01,OPP BLK 18
17077.9663,46696.69884,49219,B11,OPP PUB QUARTER
41334.9728,37327.0165,76181,B02,BLK 216
28245.679,40161.0708,55129,B28,BLK 604
41556.9791,39014.3679,77051,B07,BLK 115
42331.8179,39259.1011,78201,B04,OPP BLK 242
27442.5778,29791.5407,10151,B05,CTRL GREEN CONDO
40702.2923,37837.5303,76391,B02,BLK 418
42182.8343,39370.5816,78151,B04,BLK 230
39827.3564,34635.7816,84249,B15,BLK 124
34916.0997,37928.8207,NIL,B10,DEFU AVE 1
13509.8122,36329.1219,22599,NIL,BLK 678D
36119.2523,40843.1017,67519,B04,OPP BLK 121E
31462.9662,28770.1165,3349,B01,AFT MARINA GR
