X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC
34725.5542,37373.2193,NIL,B06,DEFU AVE 1
21395.1838,39954.2003,44301,B01,OPP BLK 271
17804.0375,35635.0075,28319,B06,BLK 207
26585.4378,42815.6995,NIL,NIL,BEF SPRINGSIDE DR
32668.51,39450.6592,66431,B03,OPP BLK 506A
14306.1754,36238.4465,21411,B02,OPP BLK 188
26542.1253,47653.7774,58241,B02,OPP BLK 315
22278.4863,35437.2382,42059,B34,AFT RIFLE RANGE RD
16551.0184,37221.2045,28131,B05,BEF TRACK 22
17580.94699,35403.314,28449,B04,BEF SEVENTH-DAY ADVENT CH
34970.4688,39146.9414,64049,B32,OPP HOUGANG PLAZA
29042.443,36346.5083,52011,B16,BEF BISHAN RD
29320.7675,45772.9638,59391,B10,BLK 367
15740.90614,36627.7813,28601,B03,YUHUA SEC SCH
27580.7135,45908.8758,59139,B21,AFT CHONG PANG CC
26336.2133,29318.0551,10331,B06,BEF BT MERAH CTRL
10770.7262,36496.9054,27221,B09,SCH OF CEE
44532.2609,41096.6348,99031,B19,OPP MARANATHA B-P CH
8567.131398,32697.2305,24681,B21,OPP JURONG INSP
32588.34044,37444.29728,63149,B02,S'GOON STADIUM
43485.79801,39562.3617,98139,B08,
17707.6782,35939.3004,28321,B01,BLK 239
28862.5698,29293.4136,5019,B09,OPP PEARL'S CTR
25955.206,48609.8422,58351,B12,Blk 483
36967.4748,39872.875,64189,B22,AFT OLD TAMPINES RD
27690.1338,31147.2058,13159,B01,BEF ZION FULL GOSPEL CH
27461.5198,32143.1563,9169,B20,DELFI ORCHARD
11384.9995,34326.5803,23141,B02,OPP VARCO
25162.178,31026.321,11499,B06,QUEENSTOWN PR SCH
23181.787,33003.42,11271,B13,AFT EAST SUSSEX LANE
42959.3132,36938.4973,97159,B02,VICOM VEH INSP CTR
31323.6429,37066.1798,66399,B01,LOR CHUAN STN
15621.1249,35713.3917,21621,B01,BLK 354
13586.5541,36091.3871,22449,B02,BLK 685B
26551.23499,33878.35181,41019,B14,AFT KHEAM HOCK ROAD
12151.6688,34085.666,23101,B04,OPP NICHIAS (S)
28284.7837,32589.0678,40171,B03,OPP ENV BLDG
30156.86953,29095.29674,3529,NIL,DOWNTOWN STN
26419.227,27742.3521,14009,INT,HARBOURFRONT INT
28305.7328,35984.7726,51079,B24,OPP MACRITCHIE RESERVOIR
19850.7611,37342.1381,43231,B10,OPP THE PETALS CONDO
36009.52516,33707.73734,83109,B02,OPP EUNOS STN
12819.75,32349.623,22099,B01,BEF JLN SAMULUN
39165.5864,37051.2263,75209,B02,BLK 882A CP
33834.64335,35756.36175,70301,B05,
27317.179,28257.5372,14239,B08,OPP KEPPEL DP BLK 519
20490.0414,32269.7449,17131,B12,CLEMENTI FLYOVER
27131.7986,45203.4277,57071,B11,OPP KHATIB CAMP
34550.3628,32945.5329,81131,B10,OPP GRANDLINK SQ
13762.7394,45318.0097,33049,B14,AFT LIM CHU KANG LANE 3
28339.3778,33206.8563,40059,B04,CHANCERY CT
19206.7367,36225.4184,43501,B02,OPP BLK 291E
22404.2389,43252.7502,48129,B02,MANDAI ORCHID GDN
30551.8653,41467.5625,55089,B37,AFT SUNRISE GDNS
37597.3979,31780.4209,93189,B18,OPP VICTORIA JC
30964.9025,36599.6737,66011,B09,AFT BRADDELL RD
27889.58743,47492.94009,UNK,UNK,UNK
25345.1363,32294.6612,11211,B05,AFT PEIRCE RD
39220.21187,37837.39789,75339,B03,BLK 734
18380.01291,46484.89736,49151,B04,KWONG MAW SAWMILL
29115.3835,30021.2807,6189,B02,CTRL SQ
32031.31465,34338.67327,60079,B01,MOM SVCS CTR
11037.4904,33849.7676,23031,B24,PHILIPS ELECTRONICS
33897.91948,41448.45126,65809,NIL,ANCHOR GREEN PR SCH
22358.0729,35355.941,42051,B43,THE STERLING
31559.7499,35020.4502,61089,B01,BET BLKS 138/144
17381.0691,39802.6745,44559,B01,BLK 483
33377.71634,36025.15747,62069,B01,
29378.98435,45902.01875,59649,NIL,OPP BLK 333C
34765.00801,32778.17589,82091,B08,
42227.0069,38754.7428,78059,B04,BLK 210
18812.0069,44642.1277,49049,B08,SIM HUP CO
24926.3712,30787.3631,11141,B09,QUEENSTOWN STN
17376.0417,37054.0416,43769,B15,AFT LP 37
38867.532,37933.0766,75379,B08,BEF TAMPINES AVE 5
18082.2798,36009.0258,28629,B08,BLK 266
30442.2573,37928.4656,54609,B02,OPP TOWNSVILLE PRI SCH
18191.1949,36587.8373,43379,B04,BLK 185
11894.5677,33391.5137,23219,B02,AFT REGENT MOTORS
28765.3044,45613.81,59351,B04,OPP BLK 322
29834.8341,36953.4349,53009,NIL,BISHAN INT
33689.1,38906.668,63339,B03,OPP BLK 615
14835.83,35143.6993,21529,B02,OPP GRANDLUXE
20970.3885,31432.2323,16159,B20,NUS FAC OF ENGRG
28411.5876,35391.6798,51051,B19,MEDIACORP
24517.0099,29263.9909,18011,B18,SP JAIN
39389.2352,39870.7023,77299,B02,BLK 743
29004.1942,30718.6772,13101,B06,OPP MOHD SULTAN RD
32487.5635,38151.1897,63189,B08,AFT S'GOON GDN WAY
35518.2707,32828.3982,82151,B03,BEF JOO CHIAT PL
24537.6793,48805.4931,47071,B16,BEF BRITISH AMERICAN TOBACCO
30616.4584,31035.024,1629,B04,SHAW TWRS
24657.4841,29892.8995,11519,B15,OPP QUEENSWAY SHOP CTR
31623.2288,36825.1146,66409,B03,MELROSE
36493.2813,44232.8526,65129,B26,OPP LP 138
33006.1002,36216.527,62089,B05,BARTLEY CHR CH
33804.3054,34505.6123,70171,B07,BLK 77
40839.8515,35057.7241,85089,B02,BEF JLN CHEMPAKA KUNING
5338.657899,31035.5585,26451,NIL,BEF TUAS STH AVE 5
8843.462602,32408.2695,24679,B20,BET LP 166/167
14275.1982,34744.7109,21501,B04,PREMIER MILK PTE LTD
31359.3414,36248.5341,66061,B06,AFT BRADDELL FLYOVER
27245.7092,29817.5425,10161,B07,OPP TIONG BAHRU PLAZA
12384.2225,38336.008,31029,B07,OPP JLN BAHAR POWER STN
23785.7542,46960.2244,46401,B09,BLK 864
43232.5742,39337.043,98121,B05,WESTINGHOUSE
31544.4482,35353.2854,61079,B06,BLK 121
21059.4298,46645.0684,46509,B04,WOODLANDS TOWN GDN
36166.982,38362.763,64139,B12,LP 113
37233.7782,33292.8371,83199,B07,AFT FRANKEL DR
6895.916599,35106.0541,25501,B01,WEE WEE HUP KEE
30898.6061,30913.1276,2141,NIL,SUNTEC TWR TWO
34541.2478,38468.0849,63241,B17,BLK 21
39197.1807,35613.3562,75341,B23,OPP THE CLEARWATER CONDO
26801.5353,29955.1699,10359,B01,BET BLKS 110/113
41636.6847,36045.2749,96171,B01,BET BLKS 227/228
29529.242,37410.076,53399,B02,BLK 202
33832.75714,41378.60099,65801,NIL,BLK 309D
37888.9109,33285.11181,83231,B05,
34550.2605,33187.235,81129,B01,BEF GEYLANG FIRE STN
25353.6549,29353.9749,14209,B04,AFT HEWLETT PACKARD
30639.7619,35146.0909,52319,B02,BLK 25
26801.4755,47293.6156,58399,B02,Opp Blk 303
27966.56,32243.552,9213,B05,THONG TECK BLDG
26066.7219,30660.8474,10329,B09,CRESCENT GIRLS' SCH
18820.4457,40216.9737,NIL,B02,BLK 118
44301.8895,41440.0495,99091,B06,BEF TURNHOUSE RD
28354.1988,39181.4872,54181,B01,BLK 258
34570.8625,35206.1889,71179,B04,OPP BLK 1022
24091.8819,34747.0433,41081,B33,AFT THIRD AVE
39950.6034,40280.7561,77219,B18,OPP BLK 626
35134.5659,41394.4837,67189,B05,OPP BLK 241
25721.5713,30179.1124,10411,B01,OPP BLK 53
29398.6422,41165.0669,55229,B01,SMRT BUSES AMK DEPOT
27148.4476,27877.7556,14019,B11,OPP MT FABER LODGE
17886.4268,40776.5304,45239,B10,BET BLKS 306/307
29591.4841,34889.6498,52008,INT,TOA PAYOH BUS INT
34598.6612,36494.5142,62259,NIL,SBS HOUGANG DEPOT
28701.4668,35962.1413,51089,B01,BEF MARYMOUNT CON SCH
42511.8519,39457.9777,78131,B05,PASIR RIS PR SCH
29137.2901,28930.3816,5421,B04,AFT CRAIG RD
42946.76531,38519.51009,97129,B02,
31745.6645,39891.38901,54631,B10,OPP TYCO ELECTRONICS
40644.5236,35552.9809,84591,B08,SBS BEDOK BUS PK
31266.2463,39986.1793,54501,B10,OPP AMK IND PK 2
23735.1077,32378.4373,11401,B02,BLK 12
33203.4545,39771.8018,64081,B01,HOUGANG PT
30095.2031,39413.0479,54409,B03,OPP BLK 522
9173.998997,34068.1588,24509,B62,OPP MILLENNIA TWR
29450.7477,39911.1575,54259,B20,ANDERSON JC
19290.7441,35892.8945,43211,B04,SBS WEST DISTRICT
32743.437,35614.0049,70069,B05,MT VERNON CREMATORIUM
31962.4923,37492.6249,66049,B05,BLK 233
27195.328,40510.78,56059,B28,AFT 3M S'PORE
23344.8188,33947.7585,11331,B06,OPP DYNASTY GDN
11561.1155,34085.4471,23121,B08,HITACHI CABLE
32054.6735,37535.8614,66041,B06,BLK 230
29474.4252,41442.8034,55049,B43,MOTOROLA
41137.2028,33413.0568,94061,B17,KEW GREEN CONDO
43592.1701,40701.0549,98181,B17,OPP KENYON
20378.1945,40693.9459,44669,B05,OPP BLK 532
33010.7034,37387.0914,63011,B17,NAM PENG CTR
30604.7764,30793.3299,80151,B01,OPP SUNTEC CITY
36113.8975,31379.1272,92251,B07,OPP SINGA INN
29637.1777,41000.671,55239,B01,SBST EAST DISTRICT
29261.8536,35811.6791,52169,B05,BLK 117
26101.1398,47408.2544,58281,B03,SEMBAWANG SEC SCH
28952.5601,33968.0357,50049,B08,OPP NOVENA LODGE
7364.364101,35158.4564,25101,B15,OPP SMC MFG
39965.2762,33036.0345,94031,B11,THE SUMMIT
13270.0358,36336.2784,22341,B04,BLK 673C
27230.0293,46220.2839,57129,B18,BLK 114
17392.2499,36026.5422,28331,B03,BLK 229
12911.9383,40836.8239,32109,NIL,BEF LOR SERAMBI
19843.0908,37237.4752,43239,B09,THE PETALS CONDO
29725.9282,35166.8597,52231,B01,OPP BLK 177
22810.4887,30719.4544,18109,B03,OPP PSB SCIENCE PK BLDG
17351.4652,36997.4701,43761,B16,AFT LP 32
29537.0249,33118.1202,50071,B02,CAMBRIDGE PR SCH
37629.8988,32771.3473,93101,B02,AFT COLDSTREAM AVE
21734.9382,35922.3301,42259,B02A,GOH \& GOH BLDG
40330.7032,33972.2087,84109,B06,BLK 50
25003.9013,28265.5571,14179,B12,YEO'S BLDG
21714.3556,46930.9514,46201,B02,BLK 10
28444.71224,34417.32129,51101,B04,OLD POLICE ACADEMY
22272.6298,32138.15,19099,B01,OPP S'PORE POLY
21320.35819,47479.2888,46159,B07,BLK 206
28611.56501,45061.18711,59341,NIL,OPP BLK 651
29173.4487,29141.6363,5271,B02,OPP FAIRFIELD METH CH
12650.33742,35872.94183,22369,B07,BLK 705
19745.981,36053.2276,43629,B03,YUSOF ISHAK SEC SCH
23852.36297,32629.40027,11419,B01,HOLLAND VILLAGE STN
35334.6267,38781.78791,64309,B03,
34026.0639,33151.1653,81031,B11,BEF GEYLANG EAST AVE 2
28208.175,44376.976,59421,B02,BLK 624
34454.453,38700.832,63061,B27,BEF NATIVITY CH CTR
15381.614,34847.1345,21541,B02,JURONG TOWN SWIM CPLX
18714.4558,42413.0884,45399,B01,REGENT GR CONDO
29797.69221,45365.41311,59591,B02,BET BLKS 405/406
38203.6466,33459.5392,83279,B01,AFT CARMEN ST
6839.702101,34641.0517,25071,B07,OPP NISSIN TPT
21809.4083,34968.9946,12101,B03,NGEE ANN POLY
13826.4108,45489.4942,33041,B13,OPP LIM CHU KANG LANE 3
40577.5423,40466.9152,77111,B01,BEF PASIR RIS WAY
32675.9998,30997.0954,90039,B07,OPP TG RIA CONDO
19276.971,46338.577,49121,B09,AFT SMRT BUSES KRANJI DEPOT
41244.4449,37940.6774,76389,B01,BLK 442
12345.5028,33922.306,23019,B19,NIPPON PAINT
20861.9277,40352.454,44341,B03,BLK 401A CP
28406.08753,31632.87887,9037,B12,OPP MANDARIN ORCHARD
28472.2206,49228.471,58099,B38,OPP SEMBAWANG PK
36385.1183,43411.0574,65101,B21,AFT PUNGGOL DR
14025.9231,47160.6548,34051,B01,AFT LIM CHU KANG LANE 8
23637.1589,31260.5686,18171,B08,BEF WEYHILL CL
29709.98449,35545.87617,52229,B02,JACKSON SQ
34892.6361,34189.31591,71211,B07,
40905.0601,39551.6342,77008,NIL,PASIR RIS INT
26270.535,29595.7794,10091,B11,BT MERAH TOWN CTR
31125.3145,30420.1773,2099,B03,MARINA CENTRE POINT 1
29133.3812,33533.636,50038,B04,NOVENA STN
39431.3701,36422.7331,75221,B08,OPP TEMASEK POLY EAST G
15992.84017,39616.60176,30051,B16,
29523.31,33127.7235,50079,B01,OPP CARLISLE RD
39685.2315,34861.5782,84239,B13,OPP BLK 85
37607.776,35529.4449,84469,B14,BLK 703
35657.5105,40603.4256,67151,B02,BLK 117A
33206.393,31111.1981,90059,B11,S'PORE SWIM CLUB
18551.7168,36378.2559,43519,B08,OPP BT BATOK SWIM CPLX
8458.145299,32184.3987,24431,B01,AFT PIONEER SECTOR 2
32345.792,39500.4711,66429,B02,BLK 530
43864.4015,39971.6277,98151,B11,OPP RHONE-POULENC
30194.0257,33736.2472,50221,NIL,OPP BALESTIER TWRS
28990.3925,46425.7022,59199,B02,BLK 250
14919.10901,36560.841,21711,B16,CORPORATION ROAD
19640.64887,34691.87544,28181,B01,OPP ULU PANDAN R.I. PLANT
22060.6881,45874.6883,NIL,NIL,WOODLANDS ST 32
26603.2484,28427.3897,14319,B01,BLK 28
13272.0343,43463.8631,32051,B27,AFT TRACK 11
39198.3065,34956.996,84521,B03,BLK 506
19349.6999,43662.1314,45081,B21,OPP MANDAI RD
29941.0787,39582.7475,54441,B01,BLK 507
42575.89131,38823.52439,98111,NIL,OPP LOYANG PT
28560.10767,32736.37982,40189,B02,NEWTON STN
28621.9054,34864.629,51039,B16,OPP S'PORE POLO CLUB
8312.507501,33326.9534,25321,B01,YCH DISTRIPK
38739.7474,36729.2754,75241,B04,OPP TEMASEK POLY WEST G
29266.8482,40062.6501,55209,B10,ANDERSON JC
18330.4588,37995.6045,43481,B05,BLK 315
30133.9626,31781.25649,7531,B01,AFT SIM LIM SQ
29174.4489,40386.9005,55181,B11,OPP YIO CHU KANG STN
32933.0256,36226.8629,62081,B06,OPP BARTLEY CHR CH
43276.9961,39059.8545,98049,B08,LOYANG VALLEY
40799.4124,39295.3693,77039,B12,BEF PASIR RIS CTRL
18620.1781,33355.4428,20149,B18,BLK 408
27947.4684,30664.5394,13119,B03,OPP GREAT WORLD CITY
19308.4019,46284.6711,49129,B08,LIP GUAN IND
27498.5973,42221.2673,55281,B09,AFT SLE
30228.0602,39792.2793,54471,B16,OPP BLK 538
33955.6292,38073.6436,NIL,B02,AFT HOUGANG AVE 1
18271.83731,41071.60755,44541,B03,NORTHVALE CONDO
28106.7407,37248.8986,53041,B05,BEF THOMSON RIDGE
30900.6143,34184.8668,52129,B01,BLK 29
28394.0945,41608.689,55269,B06,OPP BULLION PK
40171.2228,40074.2973,77201,B15,AFT BLK 601
33375.421,36382.401,62031,B11,
28696.2019,30905.6448,13099,B07,BFE AA CTR
29611.7935,39631.3936,54341,B09,OPP BLK 504
23815.8147,45456.028,46999,B16,Opp Blk 589
17711.8648,41158.9768,45249,B12,BLK 511A
25804.2969,47710.1367,58389,B04,OPP BLK 469B
42206.48561,39570.20891,78229,B05,
18537.1195,36622.9356,43389,B04,OPP BLK 102
34180.0031,34098.0674,70201,B01,ITE MACPHERSON CAMPUS 1
20791.5202,38551.9068,43869,NIL,BEF DAIRY FARM EST NTH GATE
29685.0767,36697.8614,53221,B03,BLK 115
21214.4503,33492.8322,12111,B07,BEF CLEMENTI RD
41753.5612,39117.7377,78079,B01,BLK 429
19592.60663,40732.50477,44051,B03,AFT HEAVY VEH PK
18277.54044,31704.37723,29069,B24,AFT PANDAN RD
19917.86452,40633.28182,44791,B01,WEST VIEW PRI SCH
19260.399,44399.597,45109,B24,BEF JLN BUMBONG
10370.2555,32745.5156,24289,B16,IND ALLOYS PTE LTD
43448.1858,36655.9579,97181,B07,SEAMAP
8784.145198,33510.7902,24511,B01,TUAS FIRE STN
20882.639,31904.183,17121,B10,BLK 610
32413.2465,42264.0948,68049,B10,OPP JLN TARI LILIN
18449.9535,37456.3917,43461,B01,AFT BT BATOK WEST AVE 5
18924.7765,43908.306,49021,B03,WHYE HUP DEVT & CONSTRUCTION
9456.179099,32529.1038,24169,B10,BEF GUL CIRCLE
21703.4981,47264.6779,46129,B06,HAWKER CTR
20073.88545,40060.72734,44029,B24,BT PANJANG STN
32875.1559,39851.7308,64119,B18,BLK 953
10833.1325,35933.8832,27231,B11,SCH OF COMMS STUDIES
34228.5117,40016.3284,64431,B02,BLK 568
19694.7751,45090.2297,45121,B29,OPP S'PORE TURF CLUB
30091.1432,30072.635,2011,B01,VICTORIAL CONCERT HALL
40771.7139,39472.0928,77329,B01,BEF PASIR RIS ST 53
41079.2285,39400.8568,77179,B03,PASIR RIS TOWN PK
13298.6547,44363.2176,32081,B21,SG GEDONG CAMP
34367.3708,39814.9297,64361,B05,BLK 535
35039.7022,31860.3716,92169,B01,BEF KATONG PO
31169.32227,30198.42051,2101,B05,BEF TEMASEK AVE
30740.7999,30925.4547,80159,B02,SUNTEC CITY
28903.9835,33307.6135,50061,B03,OPP HOTEL ROYAL
11365.7081,32672.4218,23251,B07,AFT SHIPYARD RD
23284.4678,33839.8632,11329,B09,REGENT VILLA
34109.3543,40363.3831,64621,B08,BLK 565
27693.2482,28122.6743,14081,B07,TG PAGAR DP BLK F5
26408.4034,28252.54829,14451,B05,AFT JEWEL BOX
35128.17473,31445.24709,82051,B02,TG KATONG RD STH P/G
36545.0683,33420.5789,83049,B08,BEF LOR 110 CHANGI
33633.1173,39619.4022,64471,B02,BLK 917
31062.4883,32870.9897,7359,B06,OPP EMINENT PLAZA
18808.8574,44554.1589,49041,B07,DHDECO PTE LTD
38709.01323,36972.37702,75039,B02,SPRINGFIELD SEC SCH
12433.1757,39566.6287,31141,B36,BAHAI CEMY
13899.1555,45671.1766,33059,B12,AFT LIM CHU KANG LANE 3A
28820.5675,44520.3372,59291,B03,BLK 666
26960.3692,31401.5619,13181,B05,AFT ONE TREE HILL
15589.3854,34065.0863,21029,B07,AFT CORPORATION PL
30528.5884,39055.0473,54281,B11,BLK 570
20219.9928,31225.386,17361,B15,OPP WEST COAST LINK
22266.0937,31781.0403,19089,B03,UNITED WORLD COLLEGE
30026.9401,30974.2976,4179,B03,NTUC INCOME CTR
23004.3475,30345.8453,18251,B05,OPP REUTERS
24078.34413,28491.87397,15151,B03,BAYANIHAN CTR
33718.73909,39767.27851,64609,B05,
31041.6815,29741.8985,3501,B01,MARINA BAYSANDS THEATRE
41847.3788,36599.8001,96121,B07,BLK 135
14901.2013,34350.5391,21479,B04,HUP LECK HEAVY EQUIPMENT
20404.896,37810.0615,43819,B02,HILLVIEW GREEN
18608.6999,45348.2212,49069,B12,TROPICAL FURNITURE LTD
21829.1167,31094.8255,18311,B05,BLK S12
35847.5222,32901.1802,82179,NIL,JOO CHIAT CT
29299.2725,30474.8745,4331,B03,LIANG CT
20803.9543,35665.0688,42301,B02,BT BATOK SEC SCH
18928.5366,31831.7559,29071,B10,GAS SVC INTL
26111.76501,33955.137,41029,B16,OPP BOTANIC GDNS STN
18865.0029,44239.9431,49031,B05,OPP CROWN ALLIANCE INDUSTRIES
22821.4385,29236.8658,15079,B11,AFT LOR SARHAD
17960.5103,39799.9542,44099,B05,FORMER KEAT HONG CAMP
33490.2854,40153.4886,66491,B03,OPP BLK 910
32355.6109,31044.0271,90029,B05,OPP PEBBLE BAY
28078.661,29694.9651,6051,B01,BLK 55
39334.1321,33552.0605,84119,B05,OPP TEMASEK JC
22704.0856,29087.6087,15229,B14,OPP REDWOOD WEST
18468.2546,35194.7334,28659,B02,IMM BLDG
35875.8012,35068.7006,72051,B01,KAKI BT IND EST
31040.93405,30636.16679,2169,B01,CENTENNIAL TWR
25039.4802,29386.7076,14471,B03A,BLK 114
28768.64,38159.8428,53321,B02,CITY CAB
24687.02192,46622.05508,47549,B08,OPP BLK 639
21874.1075,31433.7829,16099,B07,ITE DOVER
25737.1621,49521.7604,47801,B10,SUNSHINE BAKERY
24216.4748,47268.3787,46811,B01,BLK 726
22092.783,29836.2174,16029,B20,GLORIA MAN
21578.4057,47441.8333,46161,B06,GES S'PORE
18231.7934,42129.0422,45349,B04,OPP BLK 604A
31425.9849,28813.2935,3341,B02,AFT MARINA BLVD
26664.95306,28105.73566,14441,NIL,MARINA DECK
33799.217,38029.0648,63039,B22,KOVAN STN
32118.40963,39257.21583,66339,B04,BLK 101
20127.69952,39600.51444,44011,B25,OPP THE LINEAR
39459.42763,39872.64136,77169,B03,MERIDIAN JC
26966.4008,26482.1007,14519,NIL,RESORTS WORLD AT SENTOSA
35077.5532,38542.2378,64231,B02,BLK 316
15652.5088,37252.1985,28561,B04,BLK 402
35810.9364,32258.7605,92179,NIL,AFT DUKU RD
30424.0749,33399.6164,50239,B03,S'PORE INDIAN ASSN
17150.2969,36669.5456,28111,B01,AFT BT BATOK RD
32295.2964,39037.7986,66309,B05,BLK 112
24414.9544,32611.9555,11231,B09,AFT ESTORIL MANS
17445.7646,36728.1314,43451,B17,BEF PIE
25441.889,28374.5986,14359,B01,BLK 50
34500.2962,39268.1071,64549,B03,
26527.923,27608.76114,14129,B04,HARBOURFRONT STN
17969.1402,52983.8165,46239,NA,LARKIN TER
11891.297,34432.2818,23169,B13,BEF KIAN TECK RD
11796.6184,35762.0751,27141,B04,BLK 920
24532.3882,28552.9515,15049,B21,OPP NOL BLDG
28112.1466,44613.6422,59051,B05,BLK 790
45141.1331,37567.869,95109,NIL,CHANGI AIRPORT PTB3
25213.8096,29858.0977,10139,B16,BLK 1
24026.763,46417.3817,46851,B01,BLK 664
28022.93569,30060.05189,6081,B03A,BLK 94
27459.8309,48059.7032,58051,B29,BEF SEMBAWANG CC
35439.32276,42670.11807,65341,NIL,OPP BLK 272C
28770.5746,29184.2631,5069,B09A,OUTRAM PK STN
28558.4075,28880.8763,10021,B05,BLK 3
43207.59177,36404.57394,97179,B06,SATS CATERING
13298.9963,32878.8388,22049,B04,BEF TG KLING RD
23189.7037,33722.7358,11321,B08,OPP REGENT VILLA
29417.7346,35400.3626,52191,B04,BLK 140
5398.730198,30173.1412,26409,NIL,MULTICO
19233.7559,36745.5547,43171,B10,BLK 229
13018.7647,33898.8624,22039,B17,MARKONO HOLDINGS
27511.1446,31875.4256,9111,B03,OPP FOUR SEASONS HOTEL
40654.6565,33613.4453,84681,B14,BLK 163
20322.784,34284.2419,12209,B02,OPP LOGISHUB @ CLEMENTI
20749.14107,32464.33838,16891,B01,OPP BLK 420A
7066.044198,33080.8437,26031,B05,HIAP SENG ENGRG LTD
14587.4355,36980.7048,21169,B18,JURONG JC
24555.5705,31215.7551,11151,B07,BLK 42
38877.961,38284.9186,75299,B06,BEF TAMPINES AVE 9
24740.6026,30404.2145,11551,B03,TIONG GHEE TP
20832.2047,35572.4305,42309,B01,OPP BT BATOK SEC SCH
13170.0317,43701.2105,32061,B25,OPP LP 173
36909.7599,39839.9992,64181,B21,BEF TPE
18930.7621,36515.3001,43741,B04,BT VIEW SEC SCH
35907.7402,43054.7307,65359,NIL,OPP PUNGGOL VIEW PR SCH
18661.66219,35426.36545,28661,B07,MORI SEIKI
20060.9174,37519.549,43249,B07,HILLVIEW APTS
14513.7731,36172.6734,21409,B03,BLK 191
40815.28034,39079.51638,77341,B02,OPP BLK 569
39142.163,32619.0179,93041,B17,HUA XIN CT
39401.6392,32955.2158,94019,B08,OPP EVERGREEN AVE
28305.3709,36036.6724,51071,B21,MACRITCHIE RESERVOIR
27626.1622,46246.619,59121,B20,BLK 121
44238.5836,41055.6427,99079,B02,AFT OLD PIER RD
22991.06,32296.254,11199,B02,BLK 15
44142.016,41066.255,99071,B01,AFT OLD PIER RD
34577.5681,37028.5364,NIL,B04,DEFU AVE 1
20469.0283,38801.091,43081,B19,OPP ASSUMPTION ENG SCH
11886.3141,34101.4417,23119,B05,OPP HITACHI CABLE PTE LTD
22601.44511,32261.00831,19019,B04,OPP BLK 19A CAR PARK
42291.2446,35147.7395,96409,B02,OPP EXPO MRT STN
27201.3057,30451.6612,10519,B01,BLK 4
12985.9236,35702.4873,22539,B04,JURONG WEST PR SCH
39747.521,35074.1712,84251,B02,BLK 99
10335.2163,34418.5276,24149,B04,IND SVCS PTE LTD
20684.6019,39291.7966,43129,B03,CASHEW PK CONDO
23086.6618,30274.9842,18269,B06,BEF REUTERS
30217.5136,34092.2347,50159,NIL,OPP JUMBO IND BLDG
32974.57729,39027.1538,63319,B07,OPP BLK 634
32308.89765,35727.48625,61059,B08,
17588.5173,40130.6381,44519,B04,BLK 402
11661.1146,36657.873,27291,B03,OPP HALL 6
41061.7534,35500.1366,96109,B04,OPP BLK 3012
41580.5933,37993.1476,76341,B03,BLK 464
5342.8462,33307.2044,26251,NIL,BEF TUAS STH AVE 2
34215.015,37893.3994,63261,B05,OPP BLK 232
24637.564,30549.6143,11579,B01,BLK 158
17673.3575,40157.8249,44511,B03,BLK 289
38164.5555,34598.2721,84369,B03,BLK 45
20073.0065,33674.4981,20109,B20,BLK 203
15316.6892,36885.6286,28391,B03,BLK 501
28385.7447,39159.2395,54189,B02,BLK 110
35843.28754,34708.96493,71099,B01,BLK 311
29470.2031,35020.0098,52181,B02,OPP TOA PAYOH STN
30774.2485,39153.7674,54429,B01,BLK 561
39351.3969,34220.0977,84191,NIL,BLK 220 CP
20343.1271,36560.1017,43201,B01,OPP AUTOBACS
17329.4048,36090.3641,28339,B04,BLK 252
27434.0029,27869.9919,14101,B09,OPP KEPPEL DP BLK 517
22415.0394,43617.4636,48039,B17,LP 159
27495.9732,45765.4668,59111,B04,BLK 701
29866.1555,39830.2267,54351,B18,NANYANG POLY
40171.1257,33661.4715,84071,B10,BLK 71
36469.1928,44004.6701,65119,B24,OPP PUNGGOL 17TH AVE
18981.4318,43594.9864,49011,B01,OPP KIM HOCK CORP PTE LTD
20238.0935,35702.2758,42209,B01,AFT TOH TUCK RISE
20275.0866,35729.7884,42201,B02,BEF TOH TUCK RISE
18475.0507,42817.7737,45411,B05,OPP BLK 670
37201.1654,35034.8483,84501,B31,CHRIST CH
24485.5572,32069.5136,11071,B11,BLK 97
23639.1408,46737.0051,46399,B05,AFT 888 PLAZA
29664.0216,35575.9197,52221,B01,OPP JACKSON SQ
29990.2593,32002.1494,7031,B01,TEKKA CTR
35093.9114,34598.7613,71141,B06,BLK 3023
39558.2506,37559.5741,75131,B08,BET BLKS 701/702
9305.094897,32139.1556,24381,B02,WATT \& AKKERMANS
29319.2072,37780.9073,53389,B04,OPP BISHAN NTH SHOP MALL
15285.3877,34235.974,21171,B01,OPP CORPORATION PL
18881.2891,40389.008,44291,B05,OPP CHOA CHU KANG POLYCLINIC
13369.7057,42928.6673,32049,B30,AFT LP 161
34126.7449,37195.7699,63299,B01,BLK 115
7103.205397,34411.2593,25069,B06,MAYFRAN GROUP
46066.8917,39397.7608,95041,B01,OPP SATS CARGO TER
30315.373,32916.1367,50251,B01,AFT RACE COURSE RD
32680.3768,35644.4513,70061,B06,OPP MT VERNON CREMATORIUM
41672.0435,35045.711,96029,B06,EXPO HALLS 1/2/3
14044.7065,46138.5663,34011,B09,OPP LIM CHU KANG LANE 4
37209.13659,41785.0176,65239,B01,
18296.8735,36347.5338,43691,B01,BLK 190
40958.6433,39578.1657,77009,NIL,PASIR RIS INT
